schid,x2schoolcli,c2caseload,Freq,stu_id,x1txmth,x1txmsem,x1txmscr,x1txmtscor,x1ses,x2txmth,x2txmsem,x2txmscr,x2x1txmscr,x2txmtscor,x2ses,x1schoolcli,x1coupertea,x1coupercou,x1couperpri,c2numgrads
97,0.93,250,51,20602,-0.4234,0.2581,33.8383,46.3553,-0.8429,-0.3452,0.3119,48.521,47.0291,42.138,-0.0442,-0.4,1.36,1.15,1.1,360
97,0.93,250,51,28423,0.4321,0.2465,45.6671,55.2362,-0.0274,2.0298,0.254,89.9919,62.7185,63.0816,0.0555,-0.4,1.36,1.15,1.1,230
97,0.93,250,51,23834,-0.9555,0.281,26.3328,40.831,0.4104,1.013,0.3142,72.5457,37.8968,54.1155,0.1505,-0.4,1.36,1.15,1.1,30
97,0.93,250,51,34638,0.1845,0.2336,42.5624,52.6659,0.1301,0.748313944,NA,NA,NA,NA,NA,-0.52,NA,-2.67,-2.2,NA
97,0.93,250,51,28898,-0.1679,0.2548,37.719,49.0069,-0.4219,-0.7908,0.3437,40.4384,51.8978,38.2087,-0.2739,-0.4,1.36,1.15,1.1,NA
97,0.93,250,51,31219,-0.5502,0.2623,31.89,45.0384,0.1757,-0.7832,0.4729,40.5622,44.6433,38.2756,-0.1252,-0.4,1.36,1.15,1.1,260
97,0.93,250,51,34237,1.2202,0.2475,55.1154,63.4176,1.2485,1.8724,0.2578,87.3373,76.0137,61.6939,0.9374,-0.4,1.36,1.15,1.1,160
97,0.93,250,51,25221,2.3439,0.269,66.7109,75.083,1.7198,4.0609,0.3443,113.277,94.8078,80.9923,1.2072,-0.52,NA,-2.67,-2.2,NA
97,0.93,250,51,30371,2.1164,0.2532,64.8729,72.7212,0.8195,3.002,0.241,103.467,91.386,71.6551,1.174,-0.52,NA,-2.67,-2.2,110
97,0.93,250,51,24652,-1.1435,0.2375,24.2055,38.8796,0.6255,0.1737,0.3972,58.1646,35.3145,46.7145,0.5805,-0.4,1.36,1.15,1.1,NA
97,0.93,250,51,26998,1.2361,0.2413,55.3024,63.5829,0.2604,1.1163,0.2628,74.2691,76.2821,55.0258,-0.5221,-0.4,1.36,1.15,1.1,320
97,0.93,250,51,26142,-0.8269,0.2375,27.9489,42.1665,-0.1899,-0.4265,0.3784,46.97,39.8583,41.4216,0.5233,-0.4,1.36,1.15,1.1,NA
97,0.93,250,51,16473,0.0907,0.2506,41.337,51.6922,-0.2976,-0.194,0.377,51.4055,56.6743,43.4719,-0.2009,-0.4,1.36,1.15,1.1,NA
97,0.93,250,51,21411,0.7871,0.2662,49.9726,58.9211,0.1681,1.4176,0.2423,79.3737,68.7735,57.6832,-0.0845,-0.4,1.36,1.15,1.1,380
97,0.93,250,51,21893,0.7127,0.277,49.0787,58.1489,-0.2571,1.5487,0.2221,81.6507,67.5228,58.8392,-0.0817,-0.4,1.36,1.15,1.1,150
97,0.93,250,51,13197,-0.8674,0.2228,27.4251,41.7462,0.2108,-0.6731,0.3791,42.4283,39.2228,39.247,0.4494,-0.52,NA,-2.67,-2.2,320
97,0.93,250,51,16124,0.1639,0.2337,42.2956,52.4514,0.9079,0.7427,0.337,68.0281,57.9881,51.7316,0.4998,-0.52,NA,-2.67,-2.2,550
97,0.93,250,51,18272,2.0107,0.2458,63.8872,71.6239,-0.43,2.5349,0.265,97.466,89.678,67.5362,-0.1616,-0.52,NA,-2.67,-2.2,200
97,0.93,250,51,34902,NA,NA,35.97204417,NA,NA,0.0146,0.3875,55.2918,NA,45.3114,-0.261,-0.4,1.36,1.15,1.1,200
97,0.93,250,51,33979,0.7433,0.2295,49.4468,58.4665,-0.1204,1.9609,0.2639,88.8467,68.0381,62.4738,-0.2954,-0.52,NA,-2.67,-2.2,NA
97,0.93,250,51,13275,0.1149,0.2737,41.6569,51.9434,0.3852,1.2755,0.249,76.9481,57.1104,56.4304,0.191,-0.52,NA,-2.67,-2.2,NA
97,0.93,250,51,28255,0.8513,0.2589,50.7411,59.5874,0.9096,1.6491,0.2698,83.4165,69.8477,59.7245,0.1377,-0.4,1.36,1.15,1.1,450
97,0.93,250,51,27932,1.4873,0.2413,58.2255,66.1906,0.1586,2.987,0.2419,103.282,80.5801,71.5222,0.1516,-0.4,1.36,1.15,1.1,NA
97,0.93,250,51,21328,-0.8558,0.2043,27.5725,41.8657,-0.594,-0.4879,0.3695,45.8068,39.4017,40.88,-0.6396,-0.52,NA,-2.67,-2.2,290
97,0.93,250,51,10477,-0.6442,0.2237,30.4868,44.0625,-0.4232,0.1182,0.3989,57.1701,42.9371,46.2251,-0.0906,-0.52,NA,-2.67,-2.2,NA
97,0.93,250,51,12679,-0.79,0.2886,28.4376,42.5488,0.846,-1.3583,0.4632,32.7401,40.4512,33.2045,0.9493,-0.4,1.36,1.15,1.1,NA
97,0.93,250,51,15217,0.9849,0.2336,52.3337,60.9745,0.504,0.7725,0.2495,68.5299,72.0764,51.9949,0.2829,-0.52,NA,-2.67,-2.2,NA
98,0.96,250,27,13042,-0.0655,0.2374,39.1981,50.0707,-0.1897,-0.2707,0.3308,49.9463,53.8166,42.7955,0.0433,0.17,0.11,-0.08,0.69,110
98,0.96,250,27,10809,0.1568,0.2378,42.2035,52.3777,-0.0102,1.9111,0.2562,88.0022,57.861,62.0349,0.1172,0.17,0.11,-0.08,0.69,340
98,0.96,250,27,19195,0.0968,0.2424,41.4169,51.7547,0.5144,0.7277,0.3475,67.7763,56.783,51.5997,0.862,0.17,0.11,-0.08,0.69,380
98,0.96,250,27,12623,1.1924,0.2196,54.7879,63.1285,0.9957,2.5304,0.2588,97.4049,75.5451,67.4964,1.4971,0.17,0.11,-0.08,0.69,450
98,0.96,250,27,16544,-0.626,0.2885,30.7549,44.2519,-0.4504,0.4334,0.473,62.7406,43.2626,49.0041,-0.2355,0.17,0.11,-0.08,0.69,450
98,0.96,250,27,17547,0.7659,0.256,49.718,58.7008,-0.1348,1.1659,0.2896,75.1002,68.4175,55.4634,0.4076,0.17,0.11,-0.08,0.69,130
98,0.96,250,27,34837,0.0732,0.235,41.1041,51.5106,0.6891,-1.0032,0.4415,37.2117,56.358,36.3363,0.751,0.17,0.11,-0.08,0.69,60
98,0.96,250,27,25119,0.3031,0.2312,44.0672,53.8973,-0.1207,1.0705,0.2769,73.5047,60.4597,54.6225,0.4114,0.17,0.11,-0.08,0.69,270
98,0.96,250,27,13016,1.3358,0.2285,56.4693,64.6178,-0.2656,1.1327,0.2658,74.5437,77.9724,55.1705,-0.2291,0.17,0.11,-0.08,0.69,NA
98,0.96,250,27,30256,NA,NA,38.95035323,NA,NA,0.2999,0.4094,60.4023,NA,47.8269,0.1844,0.17,0.11,-0.08,0.69,500
98,0.96,250,27,22970,0.0952,0.2604,41.3969,51.739,0.0201,1.9075,0.2515,87.941,56.7557,62.0034,1.2447,0.17,0.11,-0.08,0.69,260
98,0.96,250,27,14785,0.3176,0.2302,44.2485,54.0478,0.5518,0.5269,0.3626,64.3595,60.715,49.8291,0.4976,0.17,0.11,-0.08,0.69,110
98,0.96,250,27,33519,-0.0314,0.2657,39.676,50.4241,0.9099,0.7354,0.3387,67.9059,54.4461,51.6675,0.2714,0.17,0.11,-0.08,0.69,210
98,0.96,250,27,28735,0.7221,0.2519,49.1923,58.2468,1.3395,1.9456,0.257,88.5884,67.6819,62.3388,1.3582,0.17,0.11,-0.08,0.69,130
98,0.96,250,27,13790,1.3554,0.2406,56.698,64.8215,0.8799,2.2388,0.2616,93.2671,78.3072,64.9245,0.8698,0.17,0.11,-0.08,0.69,90
98,0.96,250,27,11008,1.1747,0.2501,54.5805,62.9456,-0.0996,2.4183,0.2516,95.8626,75.2492,66.508,-0.3167,0.17,0.11,-0.08,0.69,10
98,0.96,250,27,14279,0.5299,0.2481,46.8648,56.2516,0.9779,1.0716,0.3307,73.5236,64.4108,54.6325,1.7416,0.17,0.11,-0.08,0.69,180
98,0.96,250,27,14986,-0.9463,0.2203,26.4439,40.9266,0.2496,-0.391,0.3238,47.6457,38.0317,41.7342,0.4879,0.17,0.11,-0.08,0.69,425
98,0.96,250,27,31918,0.013,0.249,40.2894,50.8851,1.2315,1.5253,0.2435,81.2422,55.2617,58.6331,1.2968,0.17,0.11,-0.08,0.69,280
98,0.96,250,27,12750,-0.5099,0.3427,32.5057,45.4574,-0.4843,-0.515,0.3871,45.2992,45.3945,40.6414,-0.3648,0.17,0.11,-0.08,0.69,NA
98,0.96,250,27,16182,-0.0337,0.2482,39.6446,50.4007,0.0775,0.9816,0.289,72.0223,54.4046,53.8386,0.4573,0.17,0.11,-0.08,0.69,380
98,0.96,250,27,10684,-0.164,0.2496,37.777,49.0479,-0.9901,0.5349,0.3512,64.4962,51.9723,49.8992,-0.095,0.17,0.11,-0.08,0.69,425
98,0.96,250,27,31847,0.0544,0.2424,40.8516,51.3151,-0.2863,0.6638,0.3389,66.6958,56.0165,51.0357,-0.4157,0.17,0.11,-0.08,0.69,280
98,0.96,250,27,31454,0.6627,0.2337,48.4764,57.6305,-0.6116,2.2197,0.2549,92.9808,66.6786,64.7565,-0.6233,0.17,0.11,-0.08,0.69,110
98,0.96,250,27,27408,-0.3747,0.2552,34.5904,46.8609,0.9158,0.6683,0.3671,66.7723,47.9582,51.0755,0.6783,0.17,0.11,-0.08,0.69,280
98,0.96,250,27,30939,0.3274,0.2409,44.3706,54.1493,1.4372,2.1963,0.2545,92.6257,60.887,64.55,1.7162,0.17,0.11,-0.08,0.69,NA
98,0.96,250,27,11228,1.2535,0.219,55.5064,63.7633,0.6487,2.8524,0.244,101.607,76.5755,70.3361,0.5867,0.17,0.11,-0.08,0.69,110
99,1.04,250,21,21718,0.4431,0.3087,45.8018,55.3499,-0.0309,0.5861,0.3528,65.3737,62.9089,50.3506,0.0443,0.64,0.51,0.33,1.1,400
99,1.04,250,21,20854,-0.3227,0.5682,35.3899,47.4006,-0.7006,0.7235,0.3455,67.7048,48.9525,51.5622,-0.6001,0.64,0.51,0.33,1.1,360
99,1.04,250,21,12725,NA,NA,42.96934367,NA,NA,1.8137,0.2753,86.3159,NA,61.176,1.6762,0.64,0.51,0.33,1.1,340
99,1.04,250,21,27272,0.4003,0.3025,45.2748,54.9058,0.3355,0.8077,0.2912,69.1188,62.1638,52.3047,0.1888,0.64,0.51,0.33,1.1,650
99,1.04,250,21,21909,0.7023,0.2845,48.9533,58.0408,1.5346,2.2077,0.2553,92.7993,67.3471,64.6507,1.5559,0.64,0.51,0.33,1.1,60
99,1.04,250,21,11366,0.8395,0.2615,50.6005,59.4653,1.04,2.7829,0.245,100.724,69.6511,69.7227,0.5762,0.64,0.51,0.33,1.1,320
99,1.04,250,21,33524,-0.8813,0.2231,27.248,41.6014,-0.0418,1.9227,0.233,88.2005,39.0079,62.1373,1.097,0.64,0.51,0.33,1.1,240
99,1.04,250,21,28310,-1.0565,0.2122,25.1576,39.7828,0.4868,1.0873,0.2608,73.7858,36.47,54.7709,1.09,0.64,0.51,0.33,1.1,160
99,1.04,250,21,17995,0.4015,0.3248,45.2895,54.9181,-0.0103,0.398,0.3552,62.123,62.1845,48.6916,0.1948,0.64,0.51,0.33,1.1,150
99,1.04,250,21,22447,-0.4821,0.1854,32.9322,45.7456,1.1916,2.0015,0.2324,89.5261,45.9162,62.8324,1.2417,0.64,0.51,0.33,1.1,360
99,1.04,250,21,28452,1.0064,0.2279,52.5899,61.1984,0.811,1.8543,0.2602,87.0231,72.436,61.5339,0.9642,0.64,0.51,0.33,1.1,200
99,1.04,250,21,34278,0.3009,0.2846,44.0393,53.8742,-0.1431,1.0615,0.2659,73.3541,60.4205,54.5429,-0.3877,0.64,0.51,0.33,1.1,NA
99,1.04,250,21,15323,0.7551,0.2404,49.5894,58.5897,1.4506,2.0458,0.2358,90.2539,68.2377,63.223,1.5978,0.64,0.51,0.33,1.1,NA
99,1.04,250,21,17442,0.229,0.2897,43.1309,53.1271,1.1569,2.4922,0.2645,96.8846,59.1475,67.1594,1.1431,0.64,0.51,0.33,1.1,340
99,1.04,250,21,16696,0.1057,0.2702,41.5351,51.8475,1.2557,1.091,0.27,73.8463,56.9441,54.8028,1.2887,0.64,0.51,0.33,1.1,240
99,1.04,250,21,29949,-0.2307,0.4678,36.7859,48.3553,0.4522,0.631,0.3129,66.1389,50.708,50.7464,0.5592,0.64,0.51,0.33,1.1,20
99,1.04,250,21,20635,-0.1973,0.4608,37.2855,48.7026,0.2823,0.8023,0.3233,69.0287,51.3433,52.2573,0.6421,0.64,0.51,0.33,1.1,60
99,1.04,250,21,30804,0.0187,0.3523,40.3675,50.9443,0.3857,1.0143,0.311,72.5668,55.366,54.1267,-0.1291,0.64,0.51,0.33,1.1,100
99,1.04,250,21,31324,0.6241,0.2883,48.0088,57.2291,0.5381,2.3315,0.2539,94.6292,66.022,65.7422,1.0068,0.64,0.51,0.33,1.1,NA
99,1.04,250,21,31514,0.5678,0.2836,47.3258,56.6447,1.2462,1.8292,0.2431,86.5863,65.0609,61.3125,1.3325,0.64,0.51,0.33,1.1,320
99,1.04,250,21,28570,0.404,0.3272,45.3205,54.9442,0.5034,3.4912,0.2429,109.037,62.2283,75.9685,-0.088,0.64,0.51,0.33,1.1,260
100,1.26,250,45,18864,0.2619,0.2655,43.548,53.4688,0.2234,0.8837,0.3115,70.3895,59.7307,52.9751,-0.0086,-0.4,0.87,0.14,-1.25,140
100,1.26,250,45,27624,0.4773,0.2864,46.2217,55.7053,-0.0634,0.2628,0.3754,59.7474,63.5026,47.4998,0.0633,-0.05,0.7,1.15,1.1,NA
100,1.26,250,45,13417,0.7069,0.2638,49.009,58.0888,0.1377,1.3515,0.2374,78.2406,67.4252,57.1007,0.2073,-0.4,0.87,0.14,-1.25,550
100,1.26,250,45,16100,0.0714,0.2692,41.0796,51.4915,-0.2571,2.2354,0.2487,93.2166,56.3248,64.8948,-0.282,-0.4,0.87,0.14,-1.25,425
100,1.26,250,45,13585,0.8124,0.2667,50.2757,59.1836,-0.5087,0.7996,0.3161,68.9828,69.1972,52.2331,-0.4353,-0.4,0.87,0.14,-1.25,NA
100,1.26,250,45,30559,0.8941,0.2658,51.2532,60.0325,0.8403,0.8622,0.2744,70.0306,70.5636,52.7855,1.5066,-0.4,0.87,0.14,-1.25,450
100,1.26,250,45,14778,0.5349,0.318,46.9251,56.303,0.1301,0.4387,0.3452,62.8327,64.4959,49.0508,-0.0419,-0.05,0.7,1.15,1.1,650
100,1.26,250,45,20209,NA,NA,24.43348181,NA,NA,-0.9065,0.3957,38.6243,NA,37.1886,-0.2365,-0.05,0.7,1.15,1.1,NA
100,1.26,250,45,16722,0.0804,0.2448,41.1994,51.5847,0.9797,0.7041,0.26,67.3782,56.4872,51.3915,1.1008,-0.4,0.87,0.14,-1.25,290
100,1.26,250,45,20390,-1.3332,0.2692,22.3135,36.9104,-0.0453,0.4768,0.3424,63.494,33.021,49.387,0.5244,-0.05,0.7,1.15,1.1,500
100,1.26,250,45,24496,-1.4225,0.3137,21.5096,35.9834,-0.7751,0.1183,0.3643,57.172,32.0477,46.226,-0.4706,-0.05,0.7,1.15,1.1,260
100,1.26,250,45,34052,-0.1997,0.2516,37.2489,48.677,0.1203,0.8125,0.32,69.2001,51.2966,52.3475,0.2679,-0.05,0.7,1.15,1.1,260
100,1.26,250,45,19885,0.1335,0.263,41.9011,52.1366,0.3579,-0.3355,0.35,48.7078,57.445,42.2242,0.7017,-0.05,0.7,1.15,1.1,40
100,1.26,250,45,30700,-0.3934,0.2637,34.3011,46.6662,-0.6411,0.4002,0.3839,62.1624,47.6,48.7115,-0.6885,-0.4,0.87,0.14,-1.25,550
100,1.26,250,45,19845,-0.9285,0.357,26.6607,41.1114,-0.1619,0.3007,0.3537,60.4166,38.2949,47.834,-0.5784,-0.05,0.7,1.15,1.1,70
100,1.26,250,45,11668,1.5041,0.2447,58.4185,66.3649,0.6195,0.9146,0.3036,70.9047,80.8722,53.2474,0.4078,-0.05,0.7,1.15,1.1,140
100,1.26,250,45,21172,-0.6867,0.2227,29.8714,43.6211,-0.6574,0.4838,0.3242,63.6143,42.1903,49.4482,-0.0936,-0.4,0.87,0.14,-1.25,NA
100,1.26,250,45,11661,1.9695,0.2272,63.483,71.196,0.5087,2.5779,0.3893,98.0437,88.9917,67.9149,0.6202,-0.05,0.7,1.15,1.1,NA
100,1.26,250,45,23900,-2.0122,0.4248,17.6365,29.8608,0.2976,-0.5319,0.396,44.9825,27.3342,40.4916,0.7269,-0.05,0.7,1.15,1.1,425
100,1.26,250,45,20649,-0.4837,0.2687,32.9069,45.7286,-0.2656,-0.1412,0.4033,52.4013,45.8853,43.937,-0.1728,-0.4,0.87,0.14,-1.25,600
100,1.26,250,45,32310,0.3424,0.241,44.5574,54.3049,0.618,0.52,0.3532,64.2403,61.1505,49.7681,-0.2083,-0.05,0.7,1.15,1.1,130
100,1.26,250,45,26204,-1.0353,0.2213,25.3981,40.003,-0.5434,-0.5651,0.3759,44.3693,36.762,40.1994,-0.4706,-0.05,0.7,1.15,1.1,120
100,1.26,250,45,18008,NA,NA,49.65911895,NA,NA,1.8572,0.249,87.073,NA,61.5593,-0.4839,-0.4,0.87,0.14,-1.25,40
100,1.26,250,45,14441,-0.4135,0.2891,33.9904,46.4574,-0.0962,0.6631,0.3679,66.6845,47.2164,51.0298,0.1173,-0.05,0.7,1.15,1.1,340
100,1.26,250,45,34240,-0.4882,0.2916,32.8375,45.6817,-0.277,0.3087,0.3991,60.5579,45.8003,47.9047,-0.4072,-0.05,0.7,1.15,1.1,50
100,1.26,250,45,17662,1.2495,0.2179,55.4595,63.7218,0.6195,1.341,0.243,78.0607,76.508,57.0077,0.2932,-0.05,0.7,1.15,1.1,360
100,1.26,250,45,25980,2.0392,0.2243,64.1608,71.9202,0.6496,2.3095,0.2359,94.31,90.1468,65.5479,0.9953,-0.05,0.7,1.15,1.1,NA
100,1.26,250,45,16898,-0.4942,0.2692,32.7462,45.6201,0.2508,0.5821,0.3622,65.306,45.6886,50.3157,-0.0875,-0.05,0.7,1.15,1.1,NA
100,1.26,250,45,34665,-0.4999,0.2632,32.6578,45.5603,0.1269,0.5491,0.3182,64.74,45.5805,50.0243,-0.6178,-0.05,0.7,1.15,1.1,650
100,1.26,250,45,23953,-0.7669,0.2751,28.7502,42.7885,-0.5291,1.8004,0.2475,86.0825,40.8304,61.0584,-0.5439,-0.4,0.87,0.14,-1.25,290
100,1.26,250,45,12824,0.4546,0.2392,45.9436,55.4698,-0.176,1.0368,0.3092,72.9414,63.1094,54.3248,0.2255,-0.4,0.87,0.14,-1.25,20
100,1.26,250,45,26527,-1.5905,0.3032,20.1522,34.239,-0.6592,0.7402,0.2884,67.9867,30.4039,51.7099,-0.2766,-0.4,0.87,0.14,-1.25,170
100,1.26,250,45,34499,-2.4856,0.4337,16.051,24.9468,-0.8132,-0.6711,0.3453,42.4638,25.3361,39.2648,-1.2041,-0.4,0.87,0.14,-1.25,550
100,1.26,250,45,21233,1.0449,0.2617,53.0465,61.5981,-1.1103,1.0423,0.2769,73.0334,73.0779,54.3734,-0.4651,-0.4,0.87,0.14,-1.25,NA
100,1.26,250,45,32970,0.3412,0.295,44.5427,54.2927,1.6304,-0.3238,0.423,48.93,61.1297,42.3266,0.5239,-0.05,0.7,1.15,1.1,NA
100,1.26,250,45,32202,-0.0529,0.2488,39.376,50.2017,0.1141,0.682,0.2891,67.0048,54.0503,51.1966,0.4484,-0.05,0.7,1.15,1.1,120
100,1.26,250,45,10395,-0.9666,0.2991,26.1994,40.7155,0.0131,0.1135,0.3686,57.0851,37.7348,46.1834,0.5184,-0.4,0.87,0.14,-1.25,240
100,1.26,250,45,25947,0.5309,0.2401,46.877,56.262,0.3078,0.9628,0.287,71.7085,64.428,53.6726,0.4111,-0.05,0.7,1.15,1.1,280
100,1.26,250,45,25302,0.1246,0.2632,41.7834,52.0434,0.4457,0.7857,0.3658,68.7511,57.2837,52.1112,0.4103,-0.05,0.7,1.15,1.1,150
100,1.26,250,45,12466,0.4462,0.2635,45.8407,55.3828,1.5122,1.9929,0.2497,89.3829,62.9639,62.7564,1.202,-0.4,0.87,0.14,-1.25,NA
100,1.26,250,45,13200,-0.04,0.2661,39.556,50.3348,-0.2297,0.5829,0.3473,65.3199,54.2876,50.3228,-0.4273,-0.4,0.87,0.14,-1.25,30
100,1.26,250,45,30374,-0.4428,0.2501,33.5378,46.1533,-0.3138,0.2919,0.3488,60.2611,46.6592,47.7562,0.0029,-0.4,0.87,0.14,-1.25,NA
100,1.26,250,45,31575,-0.4539,0.2885,33.3675,46.0388,2.0219,-1.6857,0.5584,29.5822,46.45,30.3178,1.5961,-0.05,0.7,1.15,1.1,30
100,1.26,250,45,34231,-2.2527,0.4632,16.7013,27.3641,-0.4024,-1.195,0.468,34.661,26.1675,34.6444,-0.3686,-0.05,0.7,1.15,1.1,30
100,1.26,250,45,34674,0.4226,0.2476,45.5496,55.1371,-0.1614,1.7905,0.2458,85.9098,62.5523,60.9716,0.168,-0.05,0.7,1.15,1.1,NA
101,1.42,250,21,16585,-0.0512,0.2281,39.3997,50.2192,1.2462,0.922467741,NA,NA,NA,NA,NA,0.56,NA,0.45,-0.25,60
101,1.42,250,21,14821,NA,NA,51.09636867,NA,NA,1.8797,0.2968,87.4637,NA,61.7585,0.4409,0.56,NA,0.45,-0.25,NA
101,1.42,250,21,34572,1.1737,0.2317,54.5681,62.9347,0.3666,2.217074828,NA,NA,NA,NA,NA,0.56,NA,0.45,-0.25,NA
101,1.42,250,21,10870,0.8054,0.2559,50.1929,59.1118,0.8812,1.6686,0.1944,83.7603,69.0814,59.8963,1.5689,0.56,NA,0.45,-0.25,NA
101,1.42,250,21,18661,0.1176,0.2397,41.6925,51.9715,1.3337,1.1702,0.2772,75.1727,57.1592,55.5014,1.3612,0.56,NA,0.45,-0.25,70
101,1.42,250,21,11816,0.3479,0.222,44.6256,54.3619,1.0025,1.2963,0.2752,77.3009,61.2467,56.614,1.1486,0.56,NA,0.45,-0.25,270
101,1.42,250,21,31708,1.8155,0.2269,61.8919,69.5972,1.5876,2.3883,0.2834,95.4402,86.3472,66.2432,1.4721,0.56,NA,0.45,-0.25,20
101,1.42,250,21,24680,0.9014,0.2448,51.3403,60.1083,0.7604,1.3965,0.2915,79.0104,70.6854,57.497,0.8575,0.56,NA,0.45,-0.25,130
101,1.42,250,21,14520,0.6354,0.2519,48.1454,57.3462,0.4039,2.2053,0.2492,92.7626,66.2138,64.6294,0.0933,0.56,NA,0.45,-0.25,650
101,1.42,250,21,13813,1.7424,0.2337,61.1005,68.8384,1.1923,2.6997,0.4304,99.6508,85.0632,68.9892,1.3962,0.56,NA,0.45,-0.25,120
101,1.42,250,21,32287,1.0021,0.2333,52.5385,61.1535,1.6429,2.4719,0.2499,96.606,72.3639,66.9804,0.5192,0.56,NA,0.45,-0.25,600
101,1.42,250,21,21506,-0.1381,0.2639,38.1563,49.3171,1.2215,1.0316,0.2759,72.8561,52.4608,54.2797,1.1209,0.56,NA,0.45,-0.25,500
101,1.42,250,21,15046,0.8204,0.253,50.372,59.2671,0.1251,1.5636,0.2669,81.9125,69.3318,58.9709,-0.1143,0.56,NA,0.45,-0.25,230
101,1.42,250,21,19142,2.1413,0.2382,65.0933,72.9792,1.2501,3.7632,0.2704,111.41,91.7764,78.3674,1.3245,0.56,NA,0.45,-0.25,90
101,1.42,250,21,30658,0.2978,0.2295,44.0002,53.8418,0.1682,1.291328769,NA,NA,NA,NA,NA,0.56,NA,0.45,-0.25,50
101,1.42,250,21,26866,NA,NA,63.76186931,NA,NA,3.3671,0.2554,107.739,NA,74.8741,0.9303,0.56,NA,0.45,-0.25,200
101,1.42,250,21,20798,1.015,0.2528,52.6918,61.2876,2.0218,2.0933,0.2495,91.0185,72.5792,63.6413,1.1586,0.56,NA,0.45,-0.25,160
101,1.42,250,21,19252,1.4139,0.2713,57.3776,65.4286,0.9634,2.5023,0.2754,97.0225,79.3102,67.2484,0.8026,0.56,NA,0.45,-0.25,140
101,1.42,250,21,15288,-0.0842,0.2774,38.9318,49.876,0.4088,0.7939,0.3371,68.888,53.4679,52.1832,0.4688,0.56,NA,0.45,-0.25,270
101,1.42,250,21,10372,0.9257,0.2449,51.6295,60.3602,2.4948,1.954961547,NA,NA,NA,NA,NA,0.56,NA,0.45,-0.25,NA
101,1.42,250,21,30696,0.0593,0.2315,40.9169,51.3655,0.5053,0.9161,0.4483,70.9294,56.1047,53.2605,0.23,0.56,NA,0.45,-0.25,10
102,1.48,250,23,25043,0.8612,0.2365,50.8601,59.6907,0.9673,1.4455,0.2382,79.8549,70.014,57.9292,0.7594,-0.66,0.52,1.15,0.67,500
102,1.48,250,23,25516,0.3371,0.2599,44.4914,54.2499,-0.4214,1.3256,0.2569,77.7983,61.0573,56.872,0.0901,-0.66,0.52,1.15,0.67,300
102,1.48,250,23,24318,-1.1804,0.2543,23.8182,38.4968,0.5787,0.685,0.3259,67.0552,34.8446,51.2229,0.5078,-0.66,0.52,1.15,0.67,NA
102,1.48,250,23,19645,2.1811,0.2464,65.4366,73.3926,-0.371,1.8928,0.2508,87.6882,92.3928,61.8734,0.1648,-0.66,0.52,1.15,0.67,260
102,1.48,250,23,17324,1.0607,0.2299,53.2328,61.7613,-0.0695,1.3891,0.2413,78.8843,73.3402,57.4322,0.0259,-0.66,0.52,1.15,0.67,90
102,1.48,250,23,35139,0.1433,0.2438,42.0282,52.2378,0.3162,0.2932,0.3043,60.2842,57.6197,47.7678,0.0299,-0.66,0.52,1.15,0.67,260
102,1.48,250,23,18844,-1.9708,0.3551,17.8304,30.2906,-0.4635,-0.8566,0.4084,39.3893,27.5734,37.6283,-0.7141,-0.66,0.52,1.15,0.67,230
102,1.48,250,23,20139,0.3248,0.2336,44.3383,54.1224,-0.0368,1.1619,0.2651,75.0333,60.8415,55.4282,-0.7168,-0.66,0.52,1.15,0.67,80
102,1.48,250,23,18505,0.285,0.2305,43.8398,53.7092,1.1581,0.9565,0.2693,71.603,60.14,53.6168,1.3551,-0.66,0.52,1.15,0.67,100
102,1.48,250,23,34136,-0.6227,0.1751,30.8035,44.286,0.5048,0.4396,0.3241,62.849,43.3217,49.0591,0.6333,-0.66,0.52,1.15,0.67,130
102,1.48,250,23,19670,0.1779,0.2293,42.4774,52.5974,-0.6755,0.5706,0.336,65.1095,58.2393,50.2144,-0.5726,-0.66,0.52,1.15,0.67,150
102,1.48,250,23,22889,0.3873,0.242,45.1143,54.7709,0.6836,1.4961,0.2068,80.7325,61.9368,58.3753,0.8074,-0.66,0.52,1.15,0.67,650
102,1.48,250,23,21133,1.6713,0.2473,60.3145,68.1008,-0.8786,2.8729,0.2674,101.865,83.8091,70.5168,-0.8019,-0.66,0.52,1.15,0.67,320
102,1.48,250,23,29392,0.9614,0.2544,52.055,60.7312,-0.2322,0.7099,0.3406,67.475,71.6857,51.4421,0.0413,-0.66,0.52,1.15,0.67,550
102,1.48,250,23,27065,1.9015,0.2227,62.7952,70.4902,0.409,2.7733,0.2567,100.601,87.8378,69.6382,0.5807,-0.66,0.52,1.15,0.67,320
102,1.48,250,23,32530,0.6423,0.2566,48.2296,57.4185,0.5508,1.4961,0.2068,80.7325,66.3321,58.3753,0.4154,-0.66,0.52,1.15,0.67,220
102,1.48,250,23,26442,1.3603,0.2188,56.7549,64.8722,-0.4654,1.2836,0.237,77.0853,78.3908,56.5018,-0.4777,-0.66,0.52,1.15,0.67,120
102,1.48,250,23,33648,1.2144,0.2504,55.0476,63.3577,0.3947,1.8928,0.2371,87.6889,75.9166,61.8738,0.8941,-0.66,0.52,1.15,0.67,NA
102,1.48,250,23,11977,1.9537,0.2328,63.3253,71.0318,0.9402,3.2747,0.227,106.707,88.7255,74.0596,0.9717,-0.66,0.52,1.15,0.67,NA
