schid,x2schoolcli,c2caseload,Freq,stu_id,x1txmth,x1txmsem,x1txmscr,x1txmtscor,x1ses,x2txmth,x2txmsem,x2txmscr,x2x1txmscr,x2txmtscor,x2ses,x1schoolcli,x1coupertea,x1coupercou,x1couperpri,c2numgrads
3,1.69,40,39,32971,0.2266,0.2262,43.1004,53.1023,0.8512,1.1202,0.2956,74.3353,59.105,55.0607,1.1972,1.16,0.8,-1.38,-0.1,425
3,1.69,40,39,13278,2.2614,0.2614,66.0921,74.2269,0.3202,3.1956,0.2278,105.791,93.6048,73.362,0.3046,1.16,0.8,-1.38,-0.1,NA
3,1.69,40,39,28624,NA,NA,36.20334658,NA,NA,0.0699,0.4108,56.2979,NA,45.7989,-0.2639,1.31,NA,NA,NA,650
3,1.69,40,39,28480,-0.7409,0.2515,29.1081,43.0588,0.6504,1.0646,0.2988,73.4058,41.2644,54.5702,0.4195,1.31,NA,NA,NA,NA
3,1.69,40,39,34849,1.0959,0.2247,53.6497,62.127,2.5308,2.4425,0.2703,96.1994,73.9286,66.721,2.1252,1.16,0.8,-1.38,-0.1,550
3,1.69,40,39,31394,-0.6256,0.3054,30.7602,44.2556,0.1382,-0.3485,0.3641,48.4584,43.269,42.1092,-0.0327,1.31,NA,NA,NA,20
4,2.22,40,21,27317,0.3137,0.2336,44.1996,54.0072,0.6277,1.381523702,NA,NA,NA,NA,NA,1.43,1.56,1.15,1.1,280
4,2.22,40,21,34755,-1.86,0.3803,18.4036,31.4415,0.2646,0.3688,0.3888,61.613,28.2768,48.4344,0.4727,1.43,1.56,1.15,1.1,90
4,2.22,40,21,24086,1.1705,0.2362,54.5304,62.9015,0.8098,1.972,0.2438,89.0337,75.1778,62.572,1.1853,1.43,1.56,1.15,1.1,150
4,2.22,40,21,15782,1.3722,0.2235,56.8926,64.995,0.7533,2.0056,0.264,89.5941,78.5932,62.8686,0.9525,1.43,1.56,1.15,1.1,NA
4,2.22,40,21,32556,1.6752,0.2286,60.3581,68.1413,1.4583,3.3825,0.2496,107.906,83.878,75.0099,1.418,1.43,1.56,1.15,1.1,NA
4,2.22,40,21,32687,0.7449,0.2631,49.4659,58.483,0.5176,1.0592,0.2524,73.3158,68.0649,54.5227,0.721,1.43,1.56,1.15,1.1,320
4,2.22,40,21,34256,-0.0338,0.2487,39.643,50.3994,0.4251,0.2654,0.3555,59.7926,54.4024,47.5224,0.5134,1.43,1.56,1.15,1.1,150
4,2.22,40,21,31414,0.7146,0.2471,49.1017,58.1687,0.299,2.4478,0.2578,96.2731,67.555,66.7679,0.7223,1.43,1.56,1.15,1.1,240
4,2.22,40,21,19474,1.2435,0.2302,55.3889,63.6594,0.5877,2.9227,0.2338,102.487,76.4065,70.9553,1.1199,1.43,1.56,1.15,1.1,30
4,2.22,40,21,13093,0.7125,0.24,49.0769,58.1473,1.4278,0.9987,0.3439,72.3069,67.5202,53.9892,1.2074,1.43,1.56,1.15,1.1,NA
4,2.22,40,21,12929,0.7487,0.2398,49.512,58.5228,0.0901,1.254,0.2706,76.5833,68.1293,56.2402,0.5417,1.43,1.56,1.15,1.1,150
4,2.22,40,21,34520,0.636,0.233,48.1527,57.3525,0.788,1.3259,0.2482,77.8033,66.2241,56.8746,1.7124,1.43,1.56,1.15,1.1,550
4,2.22,40,21,26895,0.164,0.2706,42.2979,52.4533,-0.8552,0.7729,0.3163,68.536,57.9913,51.9981,-0.3246,1.43,1.56,1.15,1.1,260
4,2.22,40,21,24762,-0.9539,0.2646,26.3522,40.8478,0.0374,-0.2945,0.3143,49.4907,37.9205,42.5852,-0.5264,1.43,1.56,1.15,1.1,NA
4,2.22,40,21,14614,0.7022,0.2647,48.9522,58.0398,0.8205,1.756885877,NA,NA,NA,NA,NA,1.43,1.56,1.15,1.1,280
4,2.22,40,21,25583,1.2712,0.2256,55.7142,63.9473,1.9543,2.3294,0.2625,94.5981,76.8753,65.7233,0.7177,1.43,1.56,1.15,1.1,550
4,2.22,40,21,31756,1.0121,0.2363,52.6569,61.257,0.446,2.3973,0.2411,95.5666,72.53,66.3222,1.1106,1.43,1.56,1.15,1.1,120
4,2.22,40,21,13188,-0.0232,0.2905,39.7907,50.5096,2.2009,1.5444,0.2171,81.5764,54.598,58.8017,1.536,1.43,1.56,1.15,1.1,140
4,2.22,40,21,26409,1.472,0.2296,58.0486,66.0311,1.2587,2.9502,0.2495,102.829,80.3133,71.1978,1.2822,1.43,1.56,1.15,1.1,50
4,2.22,40,21,15460,1.8842,0.2523,62.6167,70.311,2.2722,2.8666,0.2562,101.786,87.5412,70.4608,0.9367,1.43,1.56,1.15,1.1,NA
4,2.22,40,21,19757,2.084,0.2444,64.5786,72.3846,1.1064,3.4814,0.2343,108.94,90.8702,75.8824,1.0469,1.43,1.56,1.15,1.1,110
5,1.14,60,33,27610,-1.0004,0.2446,25.8008,40.3651,-0.6949,-0.861,0.3951,39.3219,37.2509,37.5902,-0.615,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,30056,0.2674,0.2607,43.6181,53.5264,-1.6338,0.6496,0.3282,66.4548,59.829,50.9103,-1.4124,-0.11,1.36,0.81,1.1,500
5,1.14,60,33,30357,-1.2382,0.2508,23.2299,37.8966,-1.4778,0.3224,0.3328,60.7994,34.1313,48.0257,-0.4688,-0.11,1.36,0.81,1.1,70
5,1.14,60,33,31923,-0.2301,0.2696,36.7954,48.3619,-1.0215,-0.4136,0.3448,47.215,50.7201,41.5351,-0.6712,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,27412,-1.7135,0.3389,19.2893,32.9622,-0.6446,-0.3114,0.3468,49.1686,29.3566,42.4366,-0.3123,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,34734,-0.8072,0.2405,28.2084,42.3707,0.2033,0.4647,0.3642,63.2835,40.1732,49.2798,-0.3429,-0.11,1.36,0.81,1.1,450
5,1.14,60,33,17840,-0.6386,0.3046,30.5689,44.1207,-1.2785,0.1864,0.4195,58.3909,43.0368,46.8263,-0.8428,-0.11,1.36,0.81,1.1,270
5,1.14,60,33,30621,-1.4902,0.2944,20.938,35.2804,-0.6659,0.3856,0.3449,61.9075,31.3556,48.5829,-0.6816,-0.11,1.36,0.81,1.1,650
5,1.14,60,33,18731,-0.4954,0.2544,32.7271,45.6072,0.2762,0.8271,0.3182,69.4441,45.6652,52.4761,-0.116,-0.11,1.36,0.81,1.1,280
5,1.14,60,33,19282,NA,NA,39.70111289,NA,NA,2.0755,0.2601,90.7334,NA,63.4843,0.0713,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,24153,-1.9544,0.3761,17.9106,30.4616,-0.6554,0.1099,0.3923,57.0206,27.6721,46.1518,0.4222,-0.11,1.36,0.81,1.1,500
5,1.14,60,33,22223,-0.6278,0.295,30.7286,44.2334,-0.828,-0.807,0.3843,40.1757,43.2307,38.0657,-1.0675,-0.11,1.36,0.81,1.1,450
5,1.14,60,33,10416,-0.2422,0.2637,36.6124,48.2355,-0.4455,-0.49,0.3596,45.7669,50.4883,40.8612,-0.5709,-0.11,1.36,0.81,1.1,290
5,1.14,60,33,26503,-1.6841,0.3172,19.4856,33.2675,-0.6215,-1.0644,0.453,36.3623,29.5951,35.7963,-0.5342,-0.11,1.36,0.81,1.1,230
5,1.14,60,33,16145,-0.3775,0.2908,34.5459,46.8309,-1.0096,-0.5074,0.4506,45.4414,47.903,40.7084,-0.5501,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,11560,-0.5366,0.2728,32.0976,45.1801,-0.3373,0.4648,0.3888,63.2857,44.8963,49.281,0.2993,-0.11,1.36,0.81,1.1,650
5,1.14,60,33,20562,-0.663,0.2715,30.2138,43.8679,-0.6634,-0.0374,0.3325,54.3356,42.6057,44.8524,-0.195,-0.11,1.36,0.81,1.1,320
5,1.14,60,33,16394,-1.1508,0.2636,24.1283,38.8041,-1.1656,-0.7471,0.373,41.1606,35.2209,38.5942,-0.6046,-0.11,1.36,0.81,1.1,170
5,1.14,60,33,13649,-0.2702,0.2622,36.1904,47.9456,-0.601,0.1668,0.4168,58.0403,49.9558,46.6531,-1.0676,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,20293,-0.583,0.3107,31.3955,44.6984,-0.6333,-0.5946,0.4266,43.829,44.0412,39.9389,-1.1458,-0.11,1.36,0.81,1.1,380
5,1.14,60,33,20875,-0.5766,0.1837,31.4909,44.7643,0.2213,0.3898,0.324,61.9799,44.1573,48.6194,-0.0996,-0.11,1.36,0.81,1.1,270
5,1.14,60,33,30431,-0.9307,0.2329,26.634,41.0888,-0.9798,-0.4175,0.3419,47.1409,38.2625,41.5008,-0.9325,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,12634,-1.1028,0.2963,24.6436,39.3016,-0.7751,-0.2481,0.3492,50.3774,35.8462,42.9948,-0.8234,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,16702,-1.7803,0.3538,18.8665,32.2685,-0.7409,-0.0231,0.4316,54.6003,28.842,44.979,-0.7783,-0.11,1.36,0.81,1.1,340
5,1.14,60,33,27183,-0.6434,0.3148,30.499,44.0711,0.7433,0.2697,0.4147,59.8698,42.9519,47.5609,0.1657,-0.11,1.36,0.81,1.1,250
5,1.14,60,33,16321,-0.4608,0.2471,33.2604,45.9668,-0.0138,-0.099,0.386,53.1929,46.3186,44.3097,0.3607,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,21083,-0.5544,0.2802,31.8269,44.9952,-1.2035,-0.6566,0.321,42.7173,44.5665,39.392,-0.7409,-0.11,1.36,0.81,1.1,130
5,1.14,60,33,17412,NA,NA,27.83550909,NA,NA,-0.5533,0.3338,44.5865,NA,40.3033,1.3316,-0.11,1.36,0.81,1.1,NA
5,1.14,60,33,15487,-1.8043,0.3096,18.7225,32.0196,-1.1767,-0.483326667,NA,NA,NA,NA,NA,-0.11,1.36,0.81,1.1,220
5,1.14,60,33,11575,0.2712,0.2298,43.6659,53.5658,-0.7901,1.8958,0.2349,87.7406,59.896,61.9003,-0.9979,-0.11,1.36,0.81,1.1,140
5,1.14,60,33,15840,-0.7831,0.227,28.531,42.6208,-0.2903,-0.6579,0.3802,42.6942,40.5644,39.3804,-0.5195,-0.11,1.36,0.81,1.1,60
5,1.14,60,33,20935,0.2833,0.2505,43.8187,53.6918,-0.7594,1.0212,0.2776,72.6812,60.1105,54.1872,-0.6265,-0.11,1.36,0.81,1.1,240
5,1.14,60,33,18477,0.0232,0.2661,40.429,50.9912,-1.1161,-0.4021,0.3977,47.4348,55.4484,41.6368,-1.279,-0.11,1.36,0.81,1.1,260
6,1.68,60,34,27336,NA,NA,52.00583219,NA,NA,1.9098,0.251,87.9795,NA,62.0232,1.1931,1.23,1.07,1.02,0.54,110
6,1.68,60,34,18963,1.8744,0.2309,62.5147,70.2092,1.4872,2.5754,0.2687,98.0109,87.3721,67.8933,1.6347,1.23,1.07,1.02,0.54,NA
6,1.68,60,34,30853,2.6692,0.3248,68.6272,78.4595,0.8711,3.3471,0.2175,107.52,99.252,74.6982,-0.0969,1.23,1.07,1.02,0.54,280
6,1.68,60,34,29658,0.1541,0.2316,42.1689,52.35,0.6086,0.6274,0.3239,66.0779,57.8133,50.7147,0.7534,1.23,1.07,1.02,0.54,150
6,1.68,60,34,26046,-0.6002,0.1792,31.137,44.5192,-0.4184,0.7266,0.3917,67.7569,43.7269,51.5895,-0.3682,1.23,1.07,1.02,0.54,280
6,1.68,60,34,29737,2.1499,0.2415,65.1684,73.0685,0.4472,2.0994,0.2505,91.1165,91.9104,63.6955,0.6046,1.23,1.07,1.02,0.54,425
6,1.68,60,34,29509,1.267,0.2458,55.6641,63.903,0.5672,1.2639,0.2205,76.7507,76.8031,56.3276,0.1411,1.23,1.07,1.02,0.54,300
6,1.68,60,34,25021,1.4815,0.244,58.1582,66.1298,0.9322,1.3545,0.2644,78.2919,80.4784,57.1272,1.1653,1.23,1.07,1.02,0.54,190
6,1.68,60,34,12191,1.6862,0.2258,60.4801,68.255,1.1164,2.2845,0.2609,93.9458,84.0715,65.3282,1.2047,1.23,1.07,1.02,0.54,170
6,1.68,60,34,19385,0.131,0.2314,41.8683,52.1106,0.5764,1.1261,0.2504,74.4332,57.4,55.1123,0.2034,1.23,1.07,1.02,0.54,110
6,1.68,60,34,31488,1.8815,0.2216,62.5878,70.2821,2.0691,3.0757,0.237,104.363,87.4933,72.3047,1.5715,1.23,1.07,1.02,0.54,650
6,1.68,60,34,32048,1.3063,0.2381,56.1243,64.3111,0.2481,2.210016579,NA,NA,NA,NA,NA,1.23,1.07,1.02,0.54,500
6,1.68,60,34,20620,0.1618,0.2827,42.2695,52.4305,0.7221,2.326,0.2667,94.5499,57.952,65.6938,0.7982,1.23,1.07,1.02,0.54,NA
6,1.68,60,34,32641,0.2269,0.2404,43.1051,53.1061,0.9207,1.8423,0.248,86.8146,59.1115,61.4281,1.5127,1.23,1.07,1.02,0.54,100
